

 Atoms

1 1 1 24.0 7.0 9.0
2 1 1 24.0 7.0 10.0
3 1 1 24.0 7.0 11.0
4 1 1 24.0 7.0 12.0
5 1 1 24.0 7.0 13.0
6 1 1 24.0 7.0 14.0
7 2 1 17.0 19.0 21.0
8 2 1 17.0 20.0 21.0
9 2 1 17.0 21.0 21.0
10 2 1 17.0 22.0 21.0
11 2 1 17.0 23.0 21.0
12 2 1 17.0 24.0 21.0
13 3 1 22.0 14.0 0.0
14 3 1 22.0 14.0 1.0
15 3 1 22.0 14.0 2.0
16 3 1 22.0 14.0 3.0
17 3 1 22.0 14.0 4.0
18 3 1 22.0 14.0 5.0
19 4 1 6.0 26.0 23.0
20 4 1 7.0 26.0 23.0
21 4 1 8.0 26.0 23.0
22 4 1 9.0 26.0 23.0
23 4 1 10.0 26.0 23.0
24 4 1 11.0 26.0 23.0
25 5 1 9.0 5.0 20.0
26 5 1 10.0 5.0 20.0
27 5 1 11.0 5.0 20.0
28 5 1 12.0 5.0 20.0
29 5 1 13.0 5.0 20.0
30 5 1 14.0 5.0 20.0
31 6 1 2.0 8.0 19.0
32 6 1 3.0 8.0 19.0
33 6 1 4.0 8.0 19.0
34 6 1 5.0 8.0 19.0
35 6 1 6.0 8.0 19.0
36 6 1 7.0 8.0 19.0
37 7 1 18.0 9.0 8.0
38 7 1 19.0 9.0 8.0
39 7 1 20.0 9.0 8.0
40 7 1 21.0 9.0 8.0
41 7 1 22.0 9.0 8.0
42 7 1 23.0 9.0 8.0
43 8 1 5.0 16.0 8.0
44 8 1 6.0 16.0 8.0
45 8 1 7.0 16.0 8.0
46 8 1 8.0 16.0 8.0
47 8 1 9.0 16.0 8.0
48 8 1 10.0 16.0 8.0
49 9 1 13.0 12.0 27.0
50 9 1 13.0 13.0 27.0
51 9 1 13.0 14.0 27.0
52 9 1 13.0 15.0 27.0
53 9 1 13.0 16.0 27.0
54 9 1 13.0 17.0 27.0
55 10 1 22.0 26.0 7.0
56 10 1 23.0 26.0 7.0
57 10 1 24.0 26.0 7.0
58 10 1 25.0 26.0 7.0
59 10 1 26.0 26.0 7.0
60 10 1 27.0 26.0 7.0
61 11 1 14.0 9.0 18.0
62 11 1 14.0 9.0 19.0
63 11 1 14.0 9.0 20.0
64 11 1 14.0 9.0 21.0
65 11 1 14.0 9.0 22.0
66 11 1 14.0 9.0 23.0
67 12 1 15.0 20.0 14.0
68 12 1 15.0 20.0 15.0
69 12 1 15.0 20.0 16.0
70 12 1 15.0 20.0 17.0
71 12 1 15.0 20.0 18.0
72 12 1 15.0 20.0 19.0
73 13 1 11.0 20.0 22.0
74 13 1 11.0 21.0 22.0
75 13 1 11.0 22.0 22.0
76 13 1 11.0 23.0 22.0
77 13 1 11.0 24.0 22.0
78 13 1 11.0 25.0 22.0
79 14 1 23.0 13.0 25.0
80 14 1 23.0 14.0 25.0
81 14 1 23.0 15.0 25.0
82 14 1 23.0 16.0 25.0
83 14 1 23.0 17.0 25.0
84 14 1 23.0 18.0 25.0
85 15 1 8.0 28.0 12.0
86 15 1 9.0 28.0 12.0
87 15 1 10.0 28.0 12.0
88 15 1 11.0 28.0 12.0
89 15 1 12.0 28.0 12.0
90 15 1 13.0 28.0 12.0
91 16 1 8.0 12.0 10.0
92 16 1 8.0 13.0 10.0
93 16 1 8.0 14.0 10.0
94 16 1 8.0 15.0 10.0
95 16 1 8.0 16.0 10.0
96 16 1 8.0 17.0 10.0
97 17 1 9.0 7.0 13.0
98 17 1 9.0 8.0 13.0
99 17 1 9.0 9.0 13.0
100 17 1 9.0 10.0 13.0
101 17 1 9.0 11.0 13.0
102 17 1 9.0 12.0 13.0
103 18 1 0.0 4.0 19.0
104 18 1 0.0 4.0 20.0
105 18 1 0.0 4.0 21.0
106 18 1 0.0 4.0 22.0
107 18 1 0.0 4.0 23.0
108 18 1 0.0 4.0 24.0
109 19 1 12.0 27.0 8.0
110 19 1 13.0 27.0 8.0
111 19 1 14.0 27.0 8.0
112 19 1 15.0 27.0 8.0
113 19 1 16.0 27.0 8.0
114 19 1 17.0 27.0 8.0
115 20 1 2.0 29.0 23.0
116 20 1 3.0 29.0 23.0
117 20 1 4.0 29.0 23.0
118 20 1 5.0 29.0 23.0
119 20 1 6.0 29.0 23.0
120 20 1 7.0 29.0 23.0
121 21 1 24.0 15.0 20.0
122 21 1 24.0 15.0 21.0
123 21 1 24.0 15.0 22.0
124 21 1 24.0 15.0 23.0
125 21 1 24.0 15.0 24.0
126 21 1 24.0 15.0 25.0
127 22 1 16.0 26.0 26.0
128 22 1 17.0 26.0 26.0
129 22 1 18.0 26.0 26.0
130 22 1 19.0 26.0 26.0
131 22 1 20.0 26.0 26.0
132 22 1 21.0 26.0 26.0
133 23 1 3.0 14.0 22.0
134 23 1 4.0 14.0 22.0
135 23 1 5.0 14.0 22.0
136 23 1 6.0 14.0 22.0
137 23 1 7.0 14.0 22.0
138 23 1 8.0 14.0 22.0
139 24 1 29.0 10.0 9.0
140 24 1 29.0 11.0 9.0
141 24 1 29.0 12.0 9.0
142 24 1 29.0 13.0 9.0
143 24 1 29.0 14.0 9.0
144 24 1 29.0 15.0 9.0
145 25 1 7.0 8.0 9.0
146 25 1 8.0 8.0 9.0
147 25 1 9.0 8.0 9.0
148 25 1 10.0 8.0 9.0
149 25 1 11.0 8.0 9.0
150 25 1 12.0 8.0 9.0
151 26 1 3.0 22.0 5.0
152 26 1 4.0 22.0 5.0
153 26 1 5.0 22.0 5.0
154 26 1 6.0 22.0 5.0
155 26 1 7.0 22.0 5.0
156 26 1 8.0 22.0 5.0
157 27 1 29.0 19.0 14.0
158 27 1 29.0 20.0 14.0
159 27 1 29.0 21.0 14.0
160 27 1 29.0 22.0 14.0
161 27 1 29.0 23.0 14.0
162 27 1 29.0 24.0 14.0
163 28 1 2.0 15.0 5.0
164 28 1 3.0 15.0 5.0
165 28 1 4.0 15.0 5.0
166 28 1 5.0 15.0 5.0
167 28 1 6.0 15.0 5.0
168 28 1 7.0 15.0 5.0
169 29 1 10.0 11.0 3.0
170 29 1 10.0 12.0 3.0
171 29 1 10.0 13.0 3.0
172 29 1 10.0 14.0 3.0
173 29 1 10.0 15.0 3.0
174 29 1 10.0 16.0 3.0
175 30 1 10.0 17.0 2.0
176 30 1 10.0 18.0 2.0
177 30 1 10.0 19.0 2.0
178 30 1 10.0 20.0 2.0
179 30 1 10.0 21.0 2.0
180 30 1 10.0 22.0 2.0
181 31 1 27.0 14.0 9.0
182 31 1 27.0 14.0 10.0
183 31 1 27.0 14.0 11.0
184 31 1 27.0 14.0 12.0
185 31 1 27.0 14.0 13.0
186 31 1 27.0 14.0 14.0
187 32 1 4.0 0.0 5.0
188 32 1 5.0 0.0 5.0
189 32 1 6.0 0.0 5.0
190 32 1 7.0 0.0 5.0
191 32 1 8.0 0.0 5.0
192 32 1 9.0 0.0 5.0
193 33 1 6.0 13.0 26.0
194 33 1 6.0 14.0 26.0
195 33 1 6.0 15.0 26.0
196 33 1 6.0 16.0 26.0
197 33 1 6.0 17.0 26.0
198 33 1 6.0 18.0 26.0
199 34 1 26.0 22.0 12.0
200 34 1 26.0 23.0 12.0
201 34 1 26.0 24.0 12.0
202 34 1 26.0 25.0 12.0
203 34 1 26.0 26.0 12.0
204 34 1 26.0 27.0 12.0
205 35 1 18.0 19.0 11.0
206 35 1 19.0 19.0 11.0
207 35 1 20.0 19.0 11.0
208 35 1 21.0 19.0 11.0
209 35 1 22.0 19.0 11.0
210 35 1 23.0 19.0 11.0
211 36 1 17.0 26.0 21.0
212 36 1 18.0 26.0 21.0
213 36 1 19.0 26.0 21.0
214 36 1 20.0 26.0 21.0
215 36 1 21.0 26.0 21.0
216 36 1 22.0 26.0 21.0
217 37 1 3.0 21.0 7.0
218 37 1 4.0 21.0 7.0
219 37 1 5.0 21.0 7.0
220 37 1 6.0 21.0 7.0
221 37 1 7.0 21.0 7.0
222 37 1 8.0 21.0 7.0
223 38 1 28.0 27.0 6.0
224 38 1 28.0 27.0 7.0
225 38 1 28.0 27.0 8.0
226 38 1 28.0 27.0 9.0
227 38 1 28.0 27.0 10.0
228 38 1 28.0 27.0 11.0
229 39 1 15.0 9.0 19.0
230 39 1 15.0 9.0 20.0
231 39 1 15.0 9.0 21.0
232 39 1 15.0 9.0 22.0
233 39 1 15.0 9.0 23.0
234 39 1 15.0 9.0 24.0
235 40 1 14.0 23.0 8.0
236 40 1 14.0 23.0 9.0
237 40 1 14.0 23.0 10.0
238 40 1 14.0 23.0 11.0
239 40 1 14.0 23.0 12.0
240 40 1 14.0 23.0 13.0
241 41 1 0.0 29.0 4.0
242 41 1 1.0 29.0 4.0
243 41 1 2.0 29.0 4.0
244 41 1 3.0 29.0 4.0
245 41 1 4.0 29.0 4.0
246 41 1 5.0 29.0 4.0
247 42 1 9.0 24.0 14.0
248 42 1 9.0 24.0 15.0
249 42 1 9.0 24.0 16.0
250 42 1 9.0 24.0 17.0
251 42 1 9.0 24.0 18.0
252 42 1 9.0 24.0 19.0
253 43 1 26.0 17.0 28.0
254 43 1 26.0 18.0 28.0
255 43 1 26.0 19.0 28.0
256 43 1 26.0 20.0 28.0
257 43 1 26.0 21.0 28.0
258 43 1 26.0 22.0 28.0
259 44 1 7.0 6.0 23.0
260 44 1 7.0 6.0 24.0
261 44 1 7.0 6.0 25.0
262 44 1 7.0 6.0 26.0
263 44 1 7.0 6.0 27.0
264 44 1 7.0 6.0 28.0
265 45 1 22.0 1.0 9.0
266 45 1 22.0 1.0 10.0
267 45 1 22.0 1.0 11.0
268 45 1 22.0 1.0 12.0
269 45 1 22.0 1.0 13.0
270 45 1 22.0 1.0 14.0
271 46 1 26.0 1.0 15.0
272 46 1 26.0 2.0 15.0
273 46 1 26.0 3.0 15.0
274 46 1 26.0 4.0 15.0
275 46 1 26.0 5.0 15.0
276 46 1 26.0 6.0 15.0
277 47 1 22.0 10.0 10.0
278 47 1 22.0 10.0 11.0
279 47 1 22.0 10.0 12.0
280 47 1 22.0 10.0 13.0
281 47 1 22.0 10.0 14.0
282 47 1 22.0 10.0 15.0
283 48 1 24.0 20.0 0.0
284 48 1 24.0 21.0 0.0
285 48 1 24.0 22.0 0.0
286 48 1 24.0 23.0 0.0
287 48 1 24.0 24.0 0.0
288 48 1 24.0 25.0 0.0
289 49 1 20.0 16.0 21.0
290 49 1 20.0 16.0 22.0
291 49 1 20.0 16.0 23.0
292 49 1 20.0 16.0 24.0
293 49 1 20.0 16.0 25.0
294 49 1 20.0 16.0 26.0
295 50 1 9.0 25.0 0.0
296 50 1 10.0 25.0 0.0
297 50 1 11.0 25.0 0.0
298 50 1 12.0 25.0 0.0
299 50 1 13.0 25.0 0.0
300 50 1 14.0 25.0 0.0
301 51 1 12.0 16.0 19.0
302 51 1 12.0 16.0 20.0
303 51 1 12.0 16.0 21.0
304 51 1 12.0 16.0 22.0
305 51 1 12.0 16.0 23.0
306 51 1 12.0 16.0 24.0
307 52 1 14.0 1.0 13.0
308 52 1 14.0 2.0 13.0
309 52 1 14.0 3.0 13.0
310 52 1 14.0 4.0 13.0
311 52 1 14.0 5.0 13.0
312 52 1 14.0 6.0 13.0
313 53 1 18.0 4.0 10.0
314 53 1 18.0 4.0 11.0
315 53 1 18.0 4.0 12.0
316 53 1 18.0 4.0 13.0
317 53 1 18.0 4.0 14.0
318 53 1 18.0 4.0 15.0
319 54 1 7.0 22.0 13.0
320 54 1 7.0 22.0 14.0
321 54 1 7.0 22.0 15.0
322 54 1 7.0 22.0 16.0
323 54 1 7.0 22.0 17.0
324 54 1 7.0 22.0 18.0
325 55 1 5.0 4.0 23.0
326 55 1 5.0 4.0 24.0
327 55 1 5.0 4.0 25.0
328 55 1 5.0 4.0 26.0
329 55 1 5.0 4.0 27.0
330 55 1 5.0 4.0 28.0
331 56 1 3.0 29.0 10.0
332 56 1 3.0 29.0 11.0
333 56 1 3.0 29.0 12.0
334 56 1 3.0 29.0 13.0
335 56 1 3.0 29.0 14.0
336 56 1 3.0 29.0 15.0
337 57 1 10.0 14.0 27.0
338 57 1 10.0 15.0 27.0
339 57 1 10.0 16.0 27.0
340 57 1 10.0 17.0 27.0
341 57 1 10.0 18.0 27.0
342 57 1 10.0 19.0 27.0
343 58 1 27.0 18.0 1.0
344 58 1 27.0 18.0 2.0
345 58 1 27.0 18.0 3.0
346 58 1 27.0 18.0 4.0
347 58 1 27.0 18.0 5.0
348 58 1 27.0 18.0 6.0
349 59 1 16.0 19.0 3.0
350 59 1 16.0 20.0 3.0
351 59 1 16.0 21.0 3.0
352 59 1 16.0 22.0 3.0
353 59 1 16.0 23.0 3.0
354 59 1 16.0 24.0 3.0
355 60 1 22.0 2.0 16.0
356 60 1 22.0 2.0 17.0
357 60 1 22.0 2.0 18.0
358 60 1 22.0 2.0 19.0
359 60 1 22.0 2.0 20.0
360 60 1 22.0 2.0 21.0
361 61 1 29.0 4.0 29.0
362 61 1 29.0 5.0 29.0
363 61 1 29.0 6.0 29.0
364 61 1 29.0 7.0 29.0
365 61 1 29.0 8.0 29.0
366 61 1 29.0 9.0 29.0
367 62 1 17.0 0.0 12.0
368 62 1 17.0 0.0 13.0
369 62 1 17.0 0.0 14.0
370 62 1 17.0 0.0 15.0
371 62 1 17.0 0.0 16.0
372 62 1 17.0 0.0 17.0
373 63 1 29.0 9.0 1.0
374 63 1 29.0 10.0 1.0
375 63 1 29.0 11.0 1.0
376 63 1 29.0 12.0 1.0
377 63 1 29.0 13.0 1.0
378 63 1 29.0 14.0 1.0
379 64 1 7.0 18.0 22.0
380 64 1 7.0 18.0 23.0
381 64 1 7.0 18.0 24.0
382 64 1 7.0 18.0 25.0
383 64 1 7.0 18.0 26.0
384 64 1 7.0 18.0 27.0
385 65 1 6.0 24.0 8.0
386 65 1 6.0 24.0 9.0
387 65 1 6.0 24.0 10.0
388 65 1 6.0 24.0 11.0
389 65 1 6.0 24.0 12.0
390 65 1 6.0 24.0 13.0
391 66 1 6.0 16.0 7.0
392 66 1 7.0 16.0 7.0
393 66 1 8.0 16.0 7.0
394 66 1 9.0 16.0 7.0
395 66 1 10.0 16.0 7.0
396 66 1 11.0 16.0 7.0
397 67 1 19.0 8.0 17.0
398 67 1 20.0 8.0 17.0
399 67 1 21.0 8.0 17.0
400 67 1 22.0 8.0 17.0
401 67 1 23.0 8.0 17.0
402 67 1 24.0 8.0 17.0
403 68 1 23.0 19.0 2.0
404 68 1 23.0 20.0 2.0
405 68 1 23.0 21.0 2.0
406 68 1 23.0 22.0 2.0
407 68 1 23.0 23.0 2.0
408 68 1 23.0 24.0 2.0
409 69 1 17.0 14.0 13.0
410 69 1 18.0 14.0 13.0
411 69 1 19.0 14.0 13.0
412 69 1 20.0 14.0 13.0
413 69 1 21.0 14.0 13.0
414 69 1 22.0 14.0 13.0
415 70 1 16.0 24.0 11.0
416 70 1 17.0 24.0 11.0
417 70 1 18.0 24.0 11.0
418 70 1 19.0 24.0 11.0
419 70 1 20.0 24.0 11.0
420 70 1 21.0 24.0 11.0
421 71 1 2.0 4.0 4.0
422 71 1 2.0 4.0 5.0
423 71 1 2.0 4.0 6.0
424 71 1 2.0 4.0 7.0
425 71 1 2.0 4.0 8.0
426 71 1 2.0 4.0 9.0
427 72 1 5.0 12.0 5.0
428 72 1 5.0 12.0 6.0
429 72 1 5.0 12.0 7.0
430 72 1 5.0 12.0 8.0
431 72 1 5.0 12.0 9.0
432 72 1 5.0 12.0 10.0
433 73 1 16.0 27.0 2.0
434 73 1 16.0 27.0 3.0
435 73 1 16.0 27.0 4.0
436 73 1 16.0 27.0 5.0
437 73 1 16.0 27.0 6.0
438 73 1 16.0 27.0 7.0
439 74 1 8.0 6.0 6.0
440 74 1 8.0 6.0 7.0
441 74 1 8.0 6.0 8.0
442 74 1 8.0 6.0 9.0
443 74 1 8.0 6.0 10.0
